, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk05.h152,        2.15,        1.72,        0.00,        0.00,        0.00,        0.71,        0.00,        0.00
wk05.h153,        2.01,        1.72,        0.15,        0.00,        0.00,        0.70,        0.00,        0.00
wk05.h154,        1.94,        1.72,        0.21,        0.00,        0.00,        0.80,        0.00,        0.00
wk05.h155,        1.79,        1.72,        0.15,        0.00,        0.00,        1.14,        0.00,        0.00
wk05.h156,        1.82,        1.72,        0.15,        0.00,        0.00,        1.14,        0.00,        0.00
wk05.h157,        2.08,        1.72,        0.15,        0.00,        0.00,        0.97,        0.00,        0.00
wk05.h158,        2.12,        1.72,        0.15,        0.00,        0.00,        0.98,        0.00,        0.00
wk05.h159,        2.41,        1.72,        0.00,        0.00,        0.00,        0.88,        0.00,        0.00
wk05.h160,        2.27,        1.72,        0.00,        0.00,        0.00,        1.05,        0.00,        0.00
wk05.h161,        2.23,        1.72,        0.00,        0.00,        0.00,        1.15,        0.00,        0.00
wk05.h162,        1.99,        1.72,        0.20,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h163,        1.98,        1.72,        0.44,        0.00,        0.00,        0.94,        0.00,        0.00
wk05.h164,        1.66,        1.72,        0.44,        0.00,        0.00,        1.11,        0.00,        0.00
wk05.h165,        1.13,        1.72,        0.94,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h166,        0.85,        1.72,        1.22,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h167,        1.08,        1.72,        0.73,        0.00,        0.00,        1.20,        0.00,        0.00
wk05.h168,        1.24,        1.72,        0.29,        0.00,        0.00,        1.15,        0.00,        0.00
wk06.h001,        2.38,        1.71,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h002,        2.53,        1.29,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h003,        2.54,        1.08,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h004,        2.56,        0.91,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h005,        2.44,        0.94,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h006,        2.45,        0.95,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h007,        2.42,        1.11,        0.00,        0.00,        0.64,        0.12,        0.00,        0.00
wk06.h008,        1.99,        1.63,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk06.h009,        1.74,        1.72,        0.15,        0.00,        0.65,        0.36,        0.00,        0.00
wk06.h010,        1.48,        1.72,        0.67,        0.00,        0.65,        0.40,        0.00,        0.00
wk06.h011,        1.45,        1.72,        0.95,        0.00,        0.65,        0.40,        0.00,        0.00
wk06.h012,        1.24,        1.72,        1.38,        0.00,        0.65,        0.40,        0.00,        0.00
wk06.h013,        1.17,        1.72,        0.80,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h014,        1.12,        1.72,        0.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h015,        1.25,        1.72,        0.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h016,        1.36,        1.72,        0.78,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h017,        1.40,        1.72,        0.76,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h018,        1.40,        1.72,        0.72,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h019,        1.54,        1.72,        0.52,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h020,        1.57,        1.72,        0.40,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h021,        1.65,        1.72,        0.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h022,        1.72,        1.72,        0.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h023,        1.81,        1.72,        0.45,        0.00,        0.65,        0.80,        0.00,        0.00
wk06.h024,        1.84,        1.72,        0.15,        0.00,        0.65,        0.79,        0.00,        0.00
wk06.h025,        1.91,        1.72,        0.00,        0.00,        0.65,        0.54,        0.00,        0.00
wk06.h026,        1.87,        1.72,        0.00,        0.00,        0.65,        0.32,        0.00,        0.00
wk06.h027,        1.89,        1.58,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk06.h028,        1.72,        1.57,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk06.h029,        1.52,        1.71,        0.00,        0.00,        0.65,        0.24,        0.00,        0.00
wk06.h030,        1.39,        1.72,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk06.h031,        1.15,        1.72,        0.00,        0.00,        0.65,        0.63,        0.00,        0.00
wk06.h032,        1.18,        1.72,        0.00,        0.00,        0.65,        0.65,        0.00,        0.00
wk06.h033,        1.05,        1.72,        0.15,        0.00,        0.65,        0.77,        0.00,        0.00
wk06.h034,        1.05,        1.72,        0.39,        0.00,        0.65,        0.80,        0.00,        0.00
wk06.h035,        0.97,        1.72,        0.42,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h036,        0.88,        1.72,        0.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h037,        0.78,        1.72,        1.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h038,        0.60,        1.72,        1.54,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h039,        0.48,        1.72,        1.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h040,        0.41,        1.72,        1.95,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h041,        0.28,        1.72,        2.13,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h042,        0.38,        1.72,        2.04,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h043,        0.23,        1.72,        2.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h044,        0.42,        1.72,        1.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h045,        0.48,        1.72,        1.82,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h046,        0.56,        1.72,        1.85,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h047,        0.84,        1.72,        1.32,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h048,        0.53,        1.72,        1.16,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h049,        0.54,        1.72,        0.69,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h050,        0.53,        1.72,        0.41,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h051,        0.66,        1.72,        0.15,        0.00,        0.65,        1.15,        0.00,        0.00
wk06.h052,        0.85,        1.72,        0.15,        0.00,        0.65,        0.85,        0.00,        0.00
wk06.h053,        0.72,        1.72,        0.15,        0.00,        0.65,        0.96,        0.00,        0.00
wk06.h054,        1.12,        1.72,        0.15,        0.00,        0.65,        0.67,        0.00,        0.00
wk06.h055,        1.11,        1.72,        0.15,        0.00,        0.65,        1.09,        0.00,        0.00
wk06.h056,        1.09,        1.72,        0.44,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h057,        0.64,        1.72,        1.00,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h058,        0.50,        1.72,        1.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h059,        0.68,        1.72,        1.48,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h060,        0.74,        1.72,        1.42,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h061,        0.48,        1.72,        2.12,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h062,        0.71,        1.72,        2.10,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h063,        0.33,        1.72,        2.68,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h064,        0.33,        1.72,        2.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h065,        0.36,        1.72,        2.93,        0.00,        0.65,        1.20,        0.05,        0.00
wk06.h066,        0.24,        1.72,        2.94,        0.00,        0.65,        1.20,        0.21,        0.00
wk06.h067,        0.21,        1.72,        2.94,        0.00,        0.65,        1.20,        0.07,        0.00
wk06.h068,        0.34,        1.72,        2.60,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h069,        0.35,        1.72,        2.42,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h070,        0.36,        1.72,        2.39,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h071,        0.34,        1.72,        2.01,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h072,        0.27,        1.72,        1.49,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h073,        0.55,        1.72,        0.66,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h074,        0.54,        1.72,        0.34,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h075,        0.20,        1.72,        0.47,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h076,        0.29,        1.72,        0.29,        0.00,        0.65,        1.13,        0.00,        0.00
wk06.h077,        0.24,        1.72,        0.29,        0.00,        0.65,        1.12,        0.00,        0.00
wk06.h078,        0.25,        1.72,        0.29,        0.00,        0.65,        1.19,        0.00,        0.00
wk06.h079,        0.28,        1.72,        0.63,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h080,        0.41,        1.72,        0.96,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h081,        0.47,        1.72,        0.94,        0.00,        0.65,        1.20,        0.00,        0.00
wk06.h082,        0.55,        1.72,        1.05,        0.00,        0.65,        1.20,        0.00,        0.00
